confidence	title	organism	modality	time_axis	cells	category	dataset_url	url_type	paper_url	source	dedup_key	temporal_status_verified	verification_reason	development_stage_evidence	alternate_accessions	merge_sources	merge_notes
B_candidate_needs_timepoint_metadata	Single-cell transcriptomics reveals gene expression dynamics of human fetal kidney development	Homo sapiens	10x 3' v2	needs_metadata_validation	17962	development_strict	https://cellxgene.cziscience.com/collections/981b0c87-76d0-4edf-b201-58c52b5cd2f0	CELLxGENE_collection		CELLxGENE	transcriptomics reveals gene expression dynamics of human fetal kidney developme	temporal_yes	title/category indicates explicit developmental, perturbation, regeneration, or time-series axis			artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
B_candidate_needs_timepoint_metadata	Spatial and cell type transcriptional landscape of human cerebellar development	Homo sapiens	SPLiT-seq	needs_metadata_validation	69174	development_strict	https://cellxgene.cziscience.com/collections/1b014f39-f202-45ae-bb7d-9286bddd8d8b	CELLxGENE_collection		CELLxGENE	spatial and cell type transcriptional landscape of human cerebellar development	temporal_yes	CELLxGENE metadata/description contains multiple non-adult stages or explicit timepoint/stage wording	10th week post-fertilization stage;11th week post-fertilization stage;12th week post-fertilization stage;14th week post-fertilization stage;17th week post-fertilization stage;18th week post-fertilization stage;20th week post-fertilization stage;21st week post-fertilization stage;9th week post-fertilization stage		artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
B_candidate_needs_timepoint_metadata	Spatial multiomics map of trophoblast development in early pregnancy	Homo sapiens	10x 3' v2;10x 3' v3;10x multiome;Visium Spatial Gene Expression V1	needs_metadata_validation	515128	development_strict	https://cellxgene.cziscience.com/collections/e2c257e7-6f79-487c-b81c-39451cd4ab3c	CELLxGENE_collection		CELLxGENE	spatial multiomics map of trophoblast development in early pregnancy	temporal_yes	CELLxGENE metadata/description contains multiple non-adult stages or explicit timepoint/stage wording	10th week post-fertilization stage;11th week post-fertilization stage;12th week post-fertilization stage;13th week post-fertilization stage;9th week post-fertilization stage;Carnegie stage 14;Carnegie stage 16;Carnegie stage 18;Carnegie stage 22;Carnegie stage 23;unknown		artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
B_candidate_needs_timepoint_metadata	Spatial transcriptomic maps of whole mouse embryos reveal principles of neural tube patterning	Mus musculus	Slide-seqV2	needs_metadata_validation	1066731	development_strict	https://cellxgene.cziscience.com/collections/d74b6979-efba-47cd-990a-9d80ccf29055	CELLxGENE_collection		CELLxGENE	spatial transcriptomic maps of whole mouse embryos reveal principles of neural t	temporal_yes	title/category indicates explicit developmental, perturbation, regeneration, or time-series axis			artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
B_candidate_needs_timepoint_metadata	Spatiotemporal analysis of human intestinal development at single-cell resolution	Homo sapiens	10x 3' v3;Visium Spatial Gene Expression V1	needs_metadata_validation	179935	development_strict	https://cellxgene.cziscience.com/collections/60358420-6055-411d-ba4f-e8ac80682a2e	CELLxGENE_collection		CELLxGENE	spatiotemporal analysis of human intestinal development at resolution	temporal_yes	CELLxGENE metadata/description contains multiple non-adult stages or explicit timepoint/stage wording	10th week post-fertilization stage;11th week post-fertilization stage;13th week post-fertilization stage;14th week post-fertilization stage;16th week post-fertilization stage;17th week post-fertilization stage;18th week post-fertilization stage;19th week post-fertilization stage;20th week post-fertilization stage;21st week post-fertilization stage;23rd week post-fertilization stage;66-year-old stage;Carnegie stage 22		artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
B_candidate_needs_timepoint_metadata	Type I interferon responsive microglia shape cortical development and behavior	Mus musculus	10x 3' v3	needs_metadata_validation	12330	development_strict	https://cellxgene.cziscience.com/collections/4828d33d-fb26-42e7-bf36-18293b0eec85	CELLxGENE_collection		CELLxGENE	type i interferon responsive microglia shape cortical development and behavior	temporal_yes	CELLxGENE metadata/description contains multiple non-adult stages or explicit timepoint/stage wording	5-day-old stage;7-day-old stage		artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
A_explicit	A single cell transcriptome atlas of the developing zebrafish hindbrain.		single-cell RNA-seq	Segmentation of the vertebrate hindbrain leads to the formation of rhombomeres, each with a distinct anteroposterior ide	9026	developmental	https://singlecell.broadinstitute.org/single_cell/study/SCP667	dataset_or_repository		Single_Cell_Portal_step2	a single cell transcriptome atlas of the developing zebrafish hindbrain	temporal_yes	Single Cell Portal result/title describes developmental trajectory, staged development, regeneration, or organoid maturation	Segmentation of the vertebrate hindbrain leads to the formation of rhombomeres, each with a distinct anteroposterior identity. Specialised boundary cells form at segment borders that act as a source o	SCP667	artifacts/single_cell_portal/single_cell_portal_step2_added_v0.tsv	
A_explicit	C. elegans embryogenesis	Caenorhabditis elegans	scRNA-seq	embryogenesis time labels	0	developmental	https://figshare.com/articles/dataset/C_elegans_embryogenesis/22491340	dataset_or_repository		seed	c elegans embryogenesis	temporal_yes	explicit time axis already validated			artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
A_explicit	Comprehensive single cell transcriptome lineages of a proto-vertebrate  		single-cell RNA-seq	Studies of ascidian (sea squirt) embryos have highlighted the importance of cell lineages in animal development for over	137841	developmental	https://singlecell.broadinstitute.org/single_cell/study/SCP454	dataset_or_repository		Single_Cell_Portal_step2	comprehensive single cell transcriptome lineages of a proto vertebrate	temporal_yes	Single Cell Portal result/title describes developmental trajectory, staged development, regeneration, or organoid maturation	Studies of ascidian (sea squirt) embryos have highlighted the importance of cell lineages in animal development for over 100 years. As simple proto-vertebrates, they are also used to explore the evolu	SCP454	artifacts/single_cell_portal/single_cell_portal_step2_added_v0.tsv	
A_explicit	Drosophila embryo dorsal-ventral patterning scRNA-seq	Drosophila melanogaster	scRNA-seq	embryonic patterning/developmental stage		developmental	https://www.ebi.ac.uk/gxa/sc/experiments/E-MTAB-9304	dataset_or_repository		ArrayExpress_BioStudies_step1	drosophila embryo dorsal ventral patterning scrna seq	temporal_yes	ArrayExpress/Single Cell Expression Atlas record has explicit developmental stage/time axis	embryonic patterning/developmental stage	E-MTAB-9304	artifacts/biostudies_arrayexpress/arrayexpress_step1_added_v0.tsv	
A_explicit	Drosophila embryogenesis continuum	Drosophila melanogaster	sci-RNA-seq3 + sci-ATAC-seq3	0-20h windows	0	developmental	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE190149	dataset_or_collection	https://pmc.ncbi.nlm.nih.gov/articles/PMC9371440/	seed	drosophila embryogenesis continuum	temporal_yes	explicit time axis already validated		GSE190149	artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
A_explicit	Extended mouse organogenesis atlas	Mus musculus	scRNA-seq	E6.5-E9.5 every ~6h	400000+	developmental	https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-10843	dataset_or_collection	https://pmc.ncbi.nlm.nih.gov/articles/PMC10906099/	seed	extended mouse organogenesis	temporal_yes	explicit time axis already validated		E-MTAB-10843	artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
A_explicit	Gonadal single-cell RNA-seq of sea lamprey sexual differentiation	Petromyzon marinus	scRNA-seq	developmental sexual differentiation		developmental	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE334273	dataset_or_repository		GEO_or_database_second_pass	gonadal single cell rna seq of sea lamprey sexual differentiation	temporal_yes	second pass retained because dataset title/source gives explicit developmental, spatiotemporal, regeneration, organoid, or perturbation time axis		GSE334273	artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
A_explicit	Human fetal lateral ganglionic eminence at 7, 9 and 11 post-conceptional weeks	Homo sapiens	scRNA-seq	7, 9, 11 post-conceptional weeks		developmental	https://www.ebi.ac.uk/gxa/sc/experiments/E-MTAB-8894	dataset_or_repository		ArrayExpress_BioStudies_step1	human fetal lateral ganglionic eminence at 7 9 and 11 post conceptional weeks	temporal_yes	ArrayExpress/Single Cell Expression Atlas record has explicit developmental stage/time axis	7, 9, 11 post-conceptional weeks	E-MTAB-8894	artifacts/biostudies_arrayexpress/arrayexpress_step1_added_v0.tsv	
A_explicit	Human preimplantation embryo single-cell RNA-seq lineage formation	Homo sapiens	scRNA-seq	preimplantation embryo stages		developmental	https://www.ebi.ac.uk/gxa/sc/experiments/E-MTAB-3929/downloads	dataset_or_repository		ArrayExpress_BioStudies_step1	human preimplantation embryo single cell rna seq lineage formation	temporal_yes	ArrayExpress/Single Cell Expression Atlas record has explicit developmental stage/time axis	preimplantation embryo stages	E-MTAB-3929	artifacts/biostudies_arrayexpress/arrayexpress_step1_added_v0.tsv	
A_explicit	Molecular Logic of Cellular Diversification in the Mammalian Cerebral Cortex		single-cell RNA-seq	The neocortex has an unparalleled diversity of cell types, which are generated during development through a series of te	98047	developmental	https://singlecell.broadinstitute.org/single_cell/study/SCP1290	dataset_or_repository		Single_Cell_Portal_step2	molecular logic of cellular diversification in the mammalian cerebral cortex	temporal_yes	Single Cell Portal result/title describes developmental trajectory, staged development, regeneration, or organoid maturation	The neocortex has an unparalleled diversity of cell types, which are generated during development through a series of temporally orchestrated events that are under tight evolutionary constraint and ar	SCP1290	artifacts/single_cell_portal/single_cell_portal_step2_added_v0.tsv	
A_explicit	Mouse embryogenesis systematic reconstruction	Mus musculus	scRNA/snRNA-seq	E3.5-E13.5, 19 stages	1660000	developmental	https://descartes.brotmanbaty.org/	dataset_or_collection	https://pmc.ncbi.nlm.nih.gov/articles/PMC8920898/	seed	mouse embryogenesis systematic reconstruction	temporal_yes	explicit time axis already validated			artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
A_explicit	Mouse gastrulation and early organogenesis	Mus musculus	scRNA-seq	E6.5-E8.5 every ~6h	116000	developmental	https://explore.data.humancellatlas.org/projects/1defdada-a365-44ad-9b29-443b06bd11d6	dataset_or_collection	https://pmc.ncbi.nlm.nih.gov/articles/PMC6522369/	seed	mouse gastrulation and early organogenesis	temporal_yes	explicit time axis already validated			artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
A_explicit	Nine tissue types expressing Hand-GFP in developing Drosophila embryos		single-cell RNA-seq	This dataset covers single-cell RNA-seq from Hand-GFP transgenic Drosophila lines. Hand is a well-known key transcriptio	34203	developmental	https://singlecell.broadinstitute.org/single_cell/study/SCP1469	dataset_or_repository		Single_Cell_Portal_step2	nine tissue types expressing hand gfp in developing drosophila embryos	temporal_yes	Single Cell Portal result/title describes developmental trajectory, staged development, regeneration, or organoid maturation	This dataset covers single-cell RNA-seq from Hand-GFP transgenic Drosophila lines. Hand is a well-known key transcription factor for cardiogenesis, hemopoiesis and muscle development in Drosophila (Ha	SCP1469	artifacts/single_cell_portal/single_cell_portal_step2_added_v0.tsv	
A_explicit	Organogenetic transcriptomes of Drosophila embryo at single-cell resolution	Drosophila melanogaster	scRNA-seq	Drosophila embryo organogenesis stages		developmental	https://www.ebi.ac.uk/gxa/sc/experiments/E-GEOD-234602	dataset_or_repository		ArrayExpress_BioStudies_step1	organogenetic transcriptomes of drosophila embryo at single cell resolution	temporal_yes	ArrayExpress/Single Cell Expression Atlas record has explicit developmental stage/time axis	Drosophila embryo organogenesis stages	E-GEOD-234602	artifacts/biostudies_arrayexpress/arrayexpress_step1_added_v0.tsv	
A_explicit	Rabbit embryo PGC emergence single-cell RNA-seq	Oryctolagus cuniculus	scRNA-seq	bilaminar disc rabbit embryo stages		developmental	https://www.ebi.ac.uk/gxa/sc/experiments/E-MTAB-10894	dataset_or_repository		ArrayExpress_BioStudies_step1	rabbit embryo pgc emergence single cell rna seq	temporal_yes	ArrayExpress/Single Cell Expression Atlas record has explicit developmental stage/time axis	bilaminar disc rabbit embryo stages	E-MTAB-10894	artifacts/biostudies_arrayexpress/arrayexpress_step1_added_v0.tsv	
A_explicit	Rat kidney postnatal development scRNA-seq six-timepoint atlas	Rattus norvegicus	scRNA-seq	postnatal days 0,2,5,10,20,56	54704	developmental	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?term=GSE173650	dataset_or_collection	https://www.nature.com/articles/s41420-021-00542-9	extra_web	rat kidney postnatal development six time points scRNA	temporal_yes	explicit time axis already validated		GSE173650	artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
A_explicit	Single cell RNA-seq of in vitro cultured human embryos	Homo sapiens	scRNA-seq	in vitro cultured human embryo stages		developmental	https://www.ebi.ac.uk/gxa/sc/experiments/E-MTAB-8060	dataset_or_repository		ArrayExpress_BioStudies_step1	single cell rna seq of in vitro cultured human embryos	temporal_yes	ArrayExpress/Single Cell Expression Atlas record has explicit developmental stage/time axis	in vitro cultured human embryo stages	E-MTAB-8060	artifacts/biostudies_arrayexpress/arrayexpress_step1_added_v0.tsv	
A_explicit	Single cell transcriptome of cortical inhibitory neurons from the developing mouse brain	Mus musculus	scRNA-seq	developing mouse brain stages		developmental	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE280655	dataset_or_repository		GEO_or_database_second_pass	single cell transcriptome of cortical inhibitory neurons from the developing mou	temporal_yes	second pass retained because dataset title/source gives explicit developmental, spatiotemporal, regeneration, organoid, or perturbation time axis		GSE280655	artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
A_explicit	Single-Cell Atlas of Early Chick Development	Gallus gallus	single-cell RNA-seq	early chick development	26971	developmental	https://singlecell.broadinstitute.org/single_cell/study/SCP1570/single-cell-atlas-of-early-chick-development	dataset_or_repository		Single_Cell_Portal_step2	single cell atlas of early chick development	temporal_yes	Single Cell Portal result/title describes developmental trajectory, staged development, regeneration, or organoid maturation	early chick development	SCP1570	artifacts/single_cell_portal/single_cell_portal_step2_added_v0.tsv	
A_explicit	Single-Cell Characterization of Anterior Segment Development: Cell Types, Pathways, and Signals Driving Formation of the Trabecular Meshwork and Schlemms Canal		single-cell RNA-seq	Morphogenesis of the anterior segment (AS) is crucial for healthy ocular physiology and vision but is only partially und	129938	developmental	https://singlecell.broadinstitute.org/single_cell/study/SCP3301	dataset_or_repository		Single_Cell_Portal_step2	single cell characterization of anterior segment development cell types pathways	temporal_yes	Single Cell Portal result/title describes developmental trajectory, staged development, regeneration, or organoid maturation	Morphogenesis of the anterior segment (AS) is crucial for healthy ocular physiology and vision but is only partially understood. The Schlemm’s canal (SC) and trabecular meshwork (TM) are essential dra	SCP3301	artifacts/single_cell_portal/single_cell_portal_step2_added_v0.tsv	
A_explicit	Single-cell Reconstruction of Developmental Trajectories During Zebrafish Embryogenesis		single-cell RNA-seq	"Single-cell reconstruction of developmental trajectories during zebrafish embryogenesis
 
 Farrell JA* and Wang Y*, Ries"	38731	developmental	https://singlecell.broadinstitute.org/single_cell/study/SCP162	dataset_or_repository		Single_Cell_Portal_step2	single cell reconstruction of developmental trajectories during zebrafish embryo	temporal_yes	Single Cell Portal result/title describes developmental trajectory, staged development, regeneration, or organoid maturation	"Single-cell reconstruction of developmental trajectories during zebrafish embryogenesis
 
 Farrell JA* and Wang Y*, Riesenfeld SJ, Shekhar K, Regev A* and Schier AF*. Single-cell reconstruction of dev"	SCP162	artifacts/single_cell_portal/single_cell_portal_step2_added_v0.tsv	
A_explicit	Single-cell RNA-seq of blastomeres from 2- to 32-cell stage mouse embryos	Mus musculus	scRNA-seq	2- to 32-cell embryo stages		developmental	https://www.ebi.ac.uk/gxa/sc/experiments/E-MTAB-3321	dataset_or_repository		ArrayExpress_BioStudies_step1	single cell rna seq of blastomeres from 2 to 32 cell stage mouse embryos	temporal_yes	ArrayExpress/Single Cell Expression Atlas record has explicit developmental stage/time axis	2- to 32-cell embryo stages	E-MTAB-3321	artifacts/biostudies_arrayexpress/arrayexpress_step1_added_v0.tsv	
A_explicit	Single-cell transcriptome atlas of human embryos after gastrulation	Homo sapiens	scRNA-seq	human embryos after gastrulation stages		developmental	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE325829	dataset_or_repository		GEO_or_database_second_pass	single cell transcriptome atlas of human embryos after gastrulation	temporal_yes	second pass retained because dataset title/source gives explicit developmental, spatiotemporal, regeneration, organoid, or perturbation time axis		GSE325829	artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
A_explicit	Six cell types in the developing Drosophila embryonic heart		single-cell RNA-seq	Drosophila has been instrumental in identifying novel genes and pathways required for heart development, and in uncoveri	2857	developmental	https://singlecell.broadinstitute.org/single_cell/study/SCP1467	dataset_or_repository		Single_Cell_Portal_step2	six cell types in the developing drosophila embryonic heart	temporal_yes	Single Cell Portal result/title describes developmental trajectory, staged development, regeneration, or organoid maturation	Drosophila has been instrumental in identifying novel genes and pathways required for heart development, and in uncovering the genetic and molecular causes of heart disease. However, unlike other mode	SCP1467	artifacts/single_cell_portal/single_cell_portal_step2_added_v0.tsv	
A_explicit	Timecourse single-cell RNAseq of whole mouse embryos harvested between days 6.5 and 8.5	Mus musculus	scRNA-seq	E6.5-E8.5 every six hours		developmental	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6967/	dataset_or_repository		ArrayExpress_BioStudies_step1	timecourse single cell rnaseq of whole mouse embryos harvested between days 6 5 	temporal_yes	ArrayExpress/Single Cell Expression Atlas record has explicit developmental stage/time axis	E6.5-E8.5 every six hours	E-MTAB-6967	artifacts/biostudies_arrayexpress/arrayexpress_step1_added_v0.tsv	
A_explicit	Zebrahub	Danio rerio	scRNA-seq + imaging	0-somite to 10 dpf	120000	developmental	https://figshare.com/articles/dataset/Zebrahub_single_cell_dataset/20510367	dataset_or_repository		seed	zebrahub	temporal_yes	explicit time axis already validated			artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
A_explicit	Spatially resolved single cell atlas of human gastrulation	Homo sapiens	scRNA-seq/spatially resolved atlas	human gastrulation stage		developmental;spatial	https://www.ebi.ac.uk/gxa/sc/experiments/E-MTAB-9388	dataset_or_repository		ArrayExpress_BioStudies_step1	spatially resolved single cell atlas of human gastrulation	temporal_yes	ArrayExpress/Single Cell Expression Atlas record has explicit developmental stage/time axis	human gastrulation stage	E-MTAB-9388	artifacts/biostudies_arrayexpress/arrayexpress_step1_added_v0.tsv	
A_explicit	NASC-seq	mixed	single-cell metabolic labeling	new/pre-existing RNA	0	metabolic_labeling;explicit_timecourse	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE128273	dataset_or_repository	https://pmc.ncbi.nlm.nih.gov/articles/PMC6637240/	seed	nasc seq	temporal_yes	explicit time axis already validated		GSE128273	artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
A_explicit	scNT-seq	mixed	4sU metabolic labeling scRNA	time-resolved labeling	55000	metabolic_labeling;explicit_timecourse	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE141851	dataset_or_collection	https://pmc.ncbi.nlm.nih.gov/articles/PMC8103797/	seed	scnt seq	temporal_yes	explicit time axis already validated		GSE141851	artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	Resolved exact GEO accession for 2021 scNT-seq paper: GSE141851; previous URL was broad GEO search. RAW.tar contains TXT.gz tagged DGE C/T matrices requiring converter.
A_explicit	scSLAM-seq	mixed	scRNA-seq + SLAM labeling	labeling windows	0	metabolic_labeling;explicit_timecourse	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE115612	dataset_or_collection	https://www.nature.com/articles/s41586-019-1369-y	seed	scslam seq	temporal_yes	explicit time axis already validated		GSE115612	artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
A_explicit	Ceratitis capitata LSFM embryogenesis	Ceratitis capitata	light-sheet microscopy	live embryogenesis	0	microscopy;developmental	https://zenodo.org/communities/cc_embryo_ls/records?q=&l=list&p=1&s=10&sort=newest	dataset_or_collection	https://www.nature.com/articles/s41597-022-01443-x	seed	ceratitis capitata lsfm embryogenesis	temporal_yes	explicit time axis already validated			artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
A_explicit	Homo sapiens retina organoid/development scRNA-seq Odd001126	Homo sapiens	scRNA-seq	day-resolved organoid development		organoid_development_timecourse	http://www.inbirg.com/organoid_db/detail/Odd001126	OrganoidDB_dataset	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE142526	OrganoidDB	organoiddb Odd001126 GSE142526	temporal_yes	OrganoidDB browse marks study_type=Development, platform=scRNA-Seq; detail page gives development time unit day and GEO GSE142526	Single cell Analysis of fetal retina versus human retinal organoids	GSE142526	artifacts/organoiddb/organoiddb_step4_added_v0.tsv	
A_explicit	Homo sapiens retina organoid/development scRNA-seq Odd001132	Homo sapiens	scRNA-seq	day-resolved organoid development		organoid_development_timecourse	http://www.inbirg.com/organoid_db/detail/Odd001132	OrganoidDB_dataset	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE152212	OrganoidDB	organoiddb Odd001132 GSE152212	temporal_yes	OrganoidDB browse marks study_type=Development, platform=scRNA-Seq; detail page gives development time unit day and GEO GSE152212	single cell RNAseq of wild type, RPGRIP1 KO, and CRB1 KO human retinal organoids at days 70, 90, 120, 150, 190, and 225	GSE152212	artifacts/organoiddb/organoiddb_step4_added_v0.tsv	
A_explicit	Human blood vessel organoid/development scRNA-seq Odd001155	Homo sapiens	scRNA-seq	day-resolved organoid development		organoid_development_timecourse	http://www.inbirg.com/organoid_db/detail/Odd001155	OrganoidDB_dataset	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE196799	OrganoidDB	organoiddb Odd001155 GSE196799	temporal_yes	OrganoidDB browse marks study_type=Development, platform=scRNA-Seq; detail page gives development time unit day and GEO GSE196799	single-cell RNA sequencing of hiPSC-derived endothelial cells in different 3D microenvironments to study differentiation efficiency and impacts on sprouting, tubulogenesis, and cell type maturation	GSE196799	artifacts/organoiddb/organoiddb_step4_added_v0.tsv	
A_explicit	Human cortical organoid differentiation weeks 0-5 / scRNA weeks 1,2,5	Homo sapiens	scRNA-seq	week-resolved organoid development		organoid_development_timecourse	http://www.inbirg.com/organoid_db/detail/Odd001097	OrganoidDB_dataset	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE106245	OrganoidDB	organoiddb Odd001097 GSE106245	temporal_yes	OrganoidDB browse marks study_type=Development, platform=scRNA-Seq; detail page gives development time unit week and GEO GSE106245	Bulk RNAseq of hESCs, ch-iPSCs, or-iPSCs, rhESCs, and each of 6 time points corresponding to weeks 0, 1, 2, 3, 4, and 5 during cortical organoid differentiation. Single cell RNAseq of human ESCs, week 1, week 2, and week 5 organoids.	GSE106245	artifacts/organoiddb/organoiddb_step4_added_v0.tsv	
A_explicit	Human pancreas organoid/development scRNA-seq Odd001138	Homo sapiens	scRNA-seq	day-resolved organoid development		organoid_development_timecourse	http://www.inbirg.com/organoid_db/detail/Odd001138	OrganoidDB_dataset	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE162547	OrganoidDB	organoiddb Odd001138 GSE162547	temporal_yes	OrganoidDB browse marks study_type=Development, platform=scRNA-Seq; detail page gives development time unit day and GEO GSE162547	single cell RNA sequencing of pancreatic duct-like organoids differentation kinetics	GSE162547	artifacts/organoiddb/organoiddb_step4_added_v0.tsv	
A_explicit	Human paraxial mesoderm organoid/development scRNA-seq Odd001154	Homo sapiens	scRNA-seq	day-resolved organoid development		organoid_development_timecourse	http://www.inbirg.com/organoid_db/detail/Odd001154	OrganoidDB_dataset	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE194214	OrganoidDB	organoiddb Odd001154 GSE194214	temporal_yes	OrganoidDB browse marks study_type=Development, platform=scRNA-Seq; detail page gives development time unit day and GEO GSE194214	Single-cell mRNA sequencing of human iPSC-derived paraxial mesoderm organoids (Somitoids).	GSE194214	artifacts/organoiddb/organoiddb_step4_added_v0.tsv	
A_explicit	Human PSC-derived kidney organoid differentiation scRNA-seq	Homo sapiens	scRNA-seq	day-resolved organoid development		organoid_development_timecourse	http://www.inbirg.com/organoid_db/detail/Odd001100	OrganoidDB_dataset	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE118184	OrganoidDB	organoiddb Odd001100 GSE118184	temporal_yes	OrganoidDB browse marks study_type=Development, platform=scRNA-Seq; detail page gives development time unit day and GEO GSE118184	Dropseq and 10X Chromium were used to profile organoid cells and adult kidney nuclei	GSE118184	artifacts/organoiddb/organoiddb_step4_added_v0.tsv	
A_explicit	Human retina development organoid-related scRNA-seq	Homo sapiens	scRNA-seq	day-resolved organoid development		organoid_development_timecourse	http://www.inbirg.com/organoid_db/detail/Odd001099	OrganoidDB_dataset	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE138002	OrganoidDB	organoiddb Odd001099 GSE138002	temporal_yes	OrganoidDB browse marks study_type=Development, platform=scRNA-Seq; detail page gives development time unit day and GEO GSE138002	10x Genomics V2 single-cell RNA-sequencing	GSE138002	artifacts/organoiddb/organoiddb_step4_added_v0.tsv	
A_explicit	Mouse embryonic heart organoid/development scRNA-seq Odd001137	Mus musculus	scRNA-seq	day-resolved organoid development		organoid_development_timecourse	http://www.inbirg.com/organoid_db/detail/Odd001137	OrganoidDB_dataset	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE158999	OrganoidDB	organoiddb Odd001137 GSE158999	temporal_yes	OrganoidDB browse marks study_type=Development, platform=scRNA-Seq; detail page gives development time unit day and GEO GSE158999	10x single-cell RNA-seq of gastruloids at day 4, 5, 6 and 7, in duplicates.	GSE158999	artifacts/organoiddb/organoiddb_step4_added_v0.tsv	
A_explicit	Mouse intestinal organoid/development scRNA-seq Odd001151	Mus musculus	scRNA-seq	day-resolved organoid development		organoid_development_timecourse	http://www.inbirg.com/organoid_db/detail/Odd001151	OrganoidDB_dataset	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE148093	OrganoidDB	organoiddb Odd001151 GSE148093	temporal_yes	OrganoidDB browse marks study_type=Development, platform=scRNA-Seq; detail page gives development time unit day and GEO GSE148093	Single intestinal organoids were processed at single-cell resolution using deterministic encapsulation of cells with mRNA capture beads.	GSE148093	artifacts/organoiddb/organoiddb_step4_added_v0.tsv	
A_explicit	OrganoidDB Odd001111 Cerebral cortex organoid development scRNA-seq	Homo sapiens	scRNA-seq	month-resolved organoid development		organoid_development_timecourse	http://www.inbirg.com/organoid_db/detail/Odd001111	OrganoidDB_dataset	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE130238	OrganoidDB	organoiddb Odd001111 GSE130238	temporal_yes	OrganoidDB browse marks study_type=Development, platform=scRNA-Seq; detail page gives development time unit month and GEO GSE130238	Profling of single cell RNA-Seq for 1, 3, 6, and 10 month-old human cortical organoids	GSE130238	artifacts/organoiddb/organoiddb_step4_added_v0.tsv	
B_candidate_needs_timepoint_metadata	An alternative cell cycle coordinates multiciliated cell differentiation	Mus musculus	10x 3' v3	needs_metadata_validation	151275	organoid_or_in_vitro_diff	https://cellxgene.cziscience.com/collections/c26ca66a-63ea-4059-a24e-0e0be0a2a173	CELLxGENE_collection		CELLxGENE	an alternative cell cycle coordinates multiciliated cell differentiation	temporal_yes	title/category indicates explicit developmental, perturbation, regeneration, or time-series axis			artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
B_candidate_needs_timepoint_metadata	Cell culture differentiation and proliferation conditions influence the in vitro regeneration of the human airway epithelium	Homo sapiens	10x 3' v2	needs_metadata_validation	10224	organoid_or_in_vitro_diff	https://cellxgene.cziscience.com/collections/73cf6939-3caa-4105-bc57-e073ee885a28	CELLxGENE_collection		CELLxGENE	cell culture differentiation and proliferation conditions influence the in vitro	temporal_yes	title/category indicates explicit developmental, perturbation, regeneration, or time-series axis			artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
