accession	status	filename	bytes_expected	local_path	gcs_path	study_url	url	file_type	note
SCP211	manual_needed	d0_genes.tsv	436862	~/Downloads/scp_manual/SCP211/d0_genes.tsv	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP211/d0_genes.tsv	https://singlecell.broadinstitute.org/single_cell/study/SCP211	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP211/download?filename=d0_genes.tsv	10X Genes File	Human Kidney iPSC genes.tsv
SCP211	manual_needed	d0_barcodes.tsv	1340752	~/Downloads/scp_manual/SCP211/d0_barcodes.tsv	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP211/d0_barcodes.tsv	https://singlecell.broadinstitute.org/single_cell/study/SCP211	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP211/download?filename=d0_barcodes.tsv	10X Barcodes File	Human Kidney iPSC barcodes.tsv
SCP211	manual_needed	gene_sorted-2020-06-05.d7_organoids.mtx	2825968784	~/Downloads/scp_manual/SCP211/gene_sorted-2020-06-05.d7_organoids.mtx	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP211/gene_sorted-2020-06-05.d7_organoids.mtx	https://singlecell.broadinstitute.org/single_cell/study/SCP211	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP211/download?filename=gene_sorted-2020-06-05.d7_organoids.mtx	MM Coordinate Matrix	Human Kidney Day 7 Organoid-states
SCP211	manual_needed	d7_genes.tsv	452877	~/Downloads/scp_manual/SCP211/d7_genes.tsv	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP211/d7_genes.tsv	https://singlecell.broadinstitute.org/single_cell/study/SCP211	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP211/download?filename=d7_genes.tsv	10X Genes File	Human Kidney Day 7 Organoid-states genes.tsv
SCP211	manual_needed	d7_barcodes.tsv	1404997	~/Downloads/scp_manual/SCP211/d7_barcodes.tsv	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP211/d7_barcodes.tsv	https://singlecell.broadinstitute.org/single_cell/study/SCP211	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP211/download?filename=d7_barcodes.tsv	10X Barcodes File	Human Kidney Day 7 Organoid-states barcodes.tsv
SCP211	manual_needed	gene_sorted-2020-06-05.d15_organoids.mtx	4941369579	~/Downloads/scp_manual/SCP211/gene_sorted-2020-06-05.d15_organoids.mtx	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP211/gene_sorted-2020-06-05.d15_organoids.mtx	https://singlecell.broadinstitute.org/single_cell/study/SCP211	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP211/download?filename=gene_sorted-2020-06-05.d15_organoids.mtx	MM Coordinate Matrix	Human Kidney Day 15 Organoid State
SCP211	manual_needed	d15_genes.tsv	481446	~/Downloads/scp_manual/SCP211/d15_genes.tsv	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP211/d15_genes.tsv	https://singlecell.broadinstitute.org/single_cell/study/SCP211	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP211/download?filename=d15_genes.tsv	10X Genes File	Human Kidney Day 15 Organoid State genes.tsv
SCP211	manual_needed	d15_barcodes.tsv	5942047	~/Downloads/scp_manual/SCP211/d15_barcodes.tsv	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP211/d15_barcodes.tsv	https://singlecell.broadinstitute.org/single_cell/study/SCP211	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP211/download?filename=d15_barcodes.tsv	10X Barcodes File	Human Kidney Day 15 Organoid State barcodes.tsv
SCP211	manual_needed	gene_sorted-2020-06-05.d29_organoids.mtx	4858455186	~/Downloads/scp_manual/SCP211/gene_sorted-2020-06-05.d29_organoids.mtx	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP211/gene_sorted-2020-06-05.d29_organoids.mtx	https://singlecell.broadinstitute.org/single_cell/study/SCP211	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP211/download?filename=gene_sorted-2020-06-05.d29_organoids.mtx	MM Coordinate Matrix	Human Kidney Day 29 Mature Organoids
SCP211	manual_needed	genes.tsv	501302	~/Downloads/scp_manual/SCP211/genes.tsv	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP211/genes.tsv	https://singlecell.broadinstitute.org/single_cell/study/SCP211	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP211/download?filename=genes.tsv	10X Genes File	Human iPSC-derived Mature Kidney Organoid Day 29 genes.tsv
SCP211	manual_needed	barcodes.tsv	5193326	~/Downloads/scp_manual/SCP211/barcodes.tsv	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP211/barcodes.tsv	https://singlecell.broadinstitute.org/single_cell/study/SCP211	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP211/download?filename=barcodes.tsv	10X Barcodes File	Human iPSC-derived Mature Kidney Organoid Day 29 barcodes.tsv
SCP211	manual_needed	gene_sorted-2020-06-05.d32_MA.mtx	280384959	~/Downloads/scp_manual/SCP211/gene_sorted-2020-06-05.d32_MA.mtx	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP211/gene_sorted-2020-06-05.d32_MA.mtx	https://singlecell.broadinstitute.org/single_cell/study/SCP211	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP211/download?filename=gene_sorted-2020-06-05.d32_MA.mtx	MM Coordinate Matrix	Human Kidney organoid Day 32 mouse transplant
SCP211	manual_needed	d32_MA_genes.tsv	627736	~/Downloads/scp_manual/SCP211/d32_MA_genes.tsv	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP211/d32_MA_genes.tsv	https://singlecell.broadinstitute.org/single_cell/study/SCP211	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP211/download?filename=d32_MA_genes.tsv	10X Genes File	Human Kidney organoid Day 32 mouse transplant genes.tsv
SCP211	manual_needed	d32_MA_barcodes.tsv	255453	~/Downloads/scp_manual/SCP211/d32_MA_barcodes.tsv	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP211/d32_MA_barcodes.tsv	https://singlecell.broadinstitute.org/single_cell/study/SCP211	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP211/download?filename=d32_MA_barcodes.tsv	10X Barcodes File	Human Kidney organoid Day 32 mouse transplant barcodes.tsv
SCP211	manual_needed	2020-06-05.d32_MA_orgs_metadata.txt	629654	~/Downloads/scp_manual/SCP211/2020-06-05.d32_MA_orgs_metadata.txt	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP211/2020-06-05.d32_MA_orgs_metadata.txt	https://singlecell.broadinstitute.org/single_cell/study/SCP211	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP211/download?filename=2020-06-05.d32_MA_orgs_metadata.txt	Cluster	Putative_Cell_Types
SCP211	manual_needed	gene_sorted-2020-06-05.d32_control_sub_organoids.mtx	1006368942	~/Downloads/scp_manual/SCP211/gene_sorted-2020-06-05.d32_control_sub_organoids.mtx	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP211/gene_sorted-2020-06-05.d32_control_sub_organoids.mtx	https://singlecell.broadinstitute.org/single_cell/study/SCP211	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP211/download?filename=gene_sorted-2020-06-05.d32_control_sub_organoids.mtx	MM Coordinate Matrix	Human iPSC-derived Kidney Organoid Day 32
SCP211	manual_needed	d32_genes.tsv	627736	~/Downloads/scp_manual/SCP211/d32_genes.tsv	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP211/d32_genes.tsv	https://singlecell.broadinstitute.org/single_cell/study/SCP211	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP211/download?filename=d32_genes.tsv	10X Genes File	Human iPSC-derived Kidney Organoid Day 32 genes.tsv
SCP211	manual_needed	d32_barcodes.tsv	928503	~/Downloads/scp_manual/SCP211/d32_barcodes.tsv	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP211/d32_barcodes.tsv	https://singlecell.broadinstitute.org/single_cell/study/SCP211	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP211/download?filename=d32_barcodes.tsv	10X Barcodes File	Human iPSC-derived Kidney Organoid Day 32 barcodes.tsv
SCP282	manual_needed	expression_PGP1.3mon.txt.gz	329301790	~/Downloads/scp_manual/SCP282/expression_PGP1.3mon.txt.gz	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP282/expression_PGP1.3mon.txt.gz	https://singlecell.broadinstitute.org/single_cell/study/SCP282	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP282/download?filename=expression_PGP1.3mon.txt.gz	Expression Matrix	3 months PGP1
SCP282	manual_needed	expression_HUES66.3mon.txt	504366669	~/Downloads/scp_manual/SCP282/expression_HUES66.3mon.txt	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP282/expression_HUES66.3mon.txt	https://singlecell.broadinstitute.org/single_cell/study/SCP282	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP282/download?filename=expression_HUES66.3mon.txt	Expression Matrix	3 months HUES66
SCP282	manual_needed	expression_PGP1.6mon.txt.gz	338974602	~/Downloads/scp_manual/SCP282/expression_PGP1.6mon.txt.gz	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP282/expression_PGP1.6mon.txt.gz	https://singlecell.broadinstitute.org/single_cell/study/SCP282	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP282/download?filename=expression_PGP1.6mon.txt.gz	Expression Matrix	6 months PGP1
SCP282	manual_needed	expression_PGP1.3mon.batch2.txt.gz	474361094	~/Downloads/scp_manual/SCP282/expression_PGP1.3mon.batch2.txt.gz	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP282/expression_PGP1.3mon.batch2.txt.gz	https://singlecell.broadinstitute.org/single_cell/study/SCP282	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP282/download?filename=expression_PGP1.3mon.batch2.txt.gz	Expression Matrix	3 months PGP1 Batch 2
SCP282	manual_needed	expression_GM.6mon.txt.gz	276201426	~/Downloads/scp_manual/SCP282/expression_GM.6mon.txt.gz	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP282/expression_GM.6mon.txt.gz	https://singlecell.broadinstitute.org/single_cell/study/SCP282	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP282/download?filename=expression_GM.6mon.txt.gz	Expression Matrix	6 months GM8330
SCP282	manual_needed	expression_11a.6mon.txt.gz	365276898	~/Downloads/scp_manual/SCP282/expression_11a.6mon.txt.gz	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP282/expression_11a.6mon.txt.gz	https://singlecell.broadinstitute.org/single_cell/study/SCP282	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP282/download?filename=expression_11a.6mon.txt.gz	Expression Matrix	6 months 11a
SCP282	manual_needed	expression_PGP1.6mon.Batch2.txt.gz	436326443	~/Downloads/scp_manual/SCP282/expression_PGP1.6mon.Batch2.txt.gz	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP282/expression_PGP1.6mon.Batch2.txt.gz	https://singlecell.broadinstitute.org/single_cell/study/SCP282	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP282/download?filename=expression_PGP1.6mon.Batch2.txt.gz	Expression Matrix	6 months PGP1 Batch 3
SCP282	manual_needed	meta_combined.txt		~/Downloads/scp_manual/SCP282/meta_combined.txt	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP282/meta_combined.txt	https://singlecell.broadinstitute.org/single_cell/study/SCP282	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP282/download?filename=meta_combined.txt	Metadata	metadata named in next_action; verify exact UI filename if portal shows variant
SCP499	already_staged_gcs	EB.matrix.txt.gz	40372658	~/Downloads/scp_manual/SCP499/EB.matrix.txt.gz	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP499/EB.matrix.txt.gz	https://singlecell.broadinstitute.org/single_cell/study/SCP499	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP499/download?filename=EB.matrix.txt.gz		Already staged at gs://scperturb/pert-gym/staging/browser_auth_scp/2026-06-22/SCP499/
SCP499	manual_needed_small	EB.idents.txt	9119	~/Downloads/scp_manual/SCP499/EB.idents.txt	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP499/EB.idents.txt	https://singlecell.broadinstitute.org/single_cell/study/SCP499	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP499/download?filename=EB.idents.txt		metadata/idents sidecar
SCP499	manual_needed_small	EB.coordinates.txt	44374	~/Downloads/scp_manual/SCP499/EB.coordinates.txt	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP499/EB.coordinates.txt	https://singlecell.broadinstitute.org/single_cell/study/SCP499	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP499/download?filename=EB.coordinates.txt		coordinates sidecar; aux only
