dataset_name,storage_membership,in_raw,raw_objects,raw_bytes,raw_size,in_cleaned,cleaned_objects,cleaned_bytes,cleaned_size,in_lamindb,lamin_artifacts,lamin_bytes,lamin_size,lamin_dataset_id,scientific_dataset_id,lamin_classification,lamin_collection_membership,lamin_artifact_uids,lamin_inventory_evidence,lamin_branch_scope,in_canonical_lamindb,lamin_catalog_status,x_present,obs_present,var_present,chunking_status,structurally_done,obs_done,var_done,completely_done,completion_status,scientific_review_evidence
GSE90063,raw,True,1,781278144,745.08 MB,False,0,0,0 B,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,False,False,False,not_applicable_or_unknown,False,False,False,False,not_structurally_done,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
GSM5901228,cleaned + canonical LaminDB,False,0,0,0 B,True,4,65661216,62.62 MB,True,3,65659494,62.62 MB,,,,,,,jkobject_canonical_cleaned,True,canonical_cleaned_artifact,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
GSM5901229,cleaned + canonical LaminDB,False,0,0,0 B,True,4,44310066,42.26 MB,True,3,44308344,42.26 MB,,,,,,,jkobject_canonical_cleaned,True,canonical_cleaned_artifact,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
GSM5901230,cleaned + canonical LaminDB,False,0,0,0 B,True,4,42221743,40.27 MB,True,3,42220021,40.26 MB,,,,,,,jkobject_canonical_cleaned,True,canonical_cleaned_artifact,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
GSM5901231,cleaned + canonical LaminDB,False,0,0,0 B,True,4,61084955,58.26 MB,True,3,61083233,58.25 MB,,,,,,,jkobject_canonical_cleaned,True,canonical_cleaned_artifact,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
GSM5901232,cleaned + canonical LaminDB,False,0,0,0 B,True,4,42222440,40.27 MB,True,3,42220718,40.26 MB,,,,,,,jkobject_canonical_cleaned,True,canonical_cleaned_artifact,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
GSM5901233,cleaned + canonical LaminDB,False,0,0,0 B,True,4,35462073,33.82 MB,True,3,35460351,33.82 MB,,,,,,,jkobject_canonical_cleaned,True,canonical_cleaned_artifact,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
GSM5901234,cleaned + canonical LaminDB,False,0,0,0 B,True,4,50427817,48.09 MB,True,3,50426095,48.09 MB,,,,,,,jkobject_canonical_cleaned,True,canonical_cleaned_artifact,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
GSM5901235,cleaned + canonical LaminDB,False,0,0,0 B,True,4,118269976,112.79 MB,True,3,118268253,112.79 MB,,,,,,,jkobject_canonical_cleaned,True,canonical_cleaned_artifact,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
GSM5901236,cleaned + canonical LaminDB,False,0,0,0 B,True,4,70784952,67.51 MB,True,3,70783230,67.50 MB,,,,,,,jkobject_canonical_cleaned,True,canonical_cleaned_artifact,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
GSM5901237,cleaned + canonical LaminDB,False,0,0,0 B,True,4,92327230,88.05 MB,True,3,92325508,88.05 MB,,,,,,,jkobject_canonical_cleaned,True,canonical_cleaned_artifact,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
lincs-level2-delta,cleaned,False,0,0,0 B,True,4,199487058,190.25 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
lincs-level2-epsilon,cleaned,False,0,0,0 B,True,4,5136371002,4.78 GB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
lincs-level2-phase2-all,cleaned,False,0,0,0 B,True,4,2171157029,2.02 GB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
lincs_level2,Lamin catalog working/historical,False,0,0,0 B,False,0,0,0 B,True,6,0,unknown,lincs_level2,lincs_level2,branch_revision,,3HNxm817WoemWsl10001 | GkPLE3oS266iSxsM0001 | fF5Nv4ZFTfy9rLG20001 | 7NOWe9QT25zDRQNt0001 | wsLYcu546OyKO4l30001 | Rg7dp2z8Ax8Q1Yvs0001,jkobject-vs-main-v1@2026-07-11T23:11:48Z,main_and_jkobject_with_jkobject_revision,False,working_or_historical_not_in_canonical_cleaned_layout,False,True,True,unknown_requires_link_readback,False,False,False,False,catalog_record_requires_structural_readback,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
mouse_gastrulation_hca,raw,True,1,1669736540,1.56 GB,False,0,0,0 B,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,False,False,False,not_applicable_or_unknown,False,False,False,False,not_structurally_done,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
papalexi_eccite_merged,Lamin catalog working/historical,False,0,0,0 B,False,0,0,0 B,True,3,0,unknown,papalexi_eccite_merged,papalexi_eccite_merged,branch_revision,pert-gym/additions/20260621 | pert-gym/additions/20260624-tiny-tail-minimal | pert-gym/canonical/20260621 | pert-gym/canonical/20260624-shared-var | pert-gym/canonical/20260624-shared-var-alias | pert-gym/canonical/20260624-tiny-tail-minimal,Yu9MrXLJk6UD92oB0000 | HWIQK1Tva1dqbE3Y0000 | Yu9MrXLJk6UD92oB0001,jkobject-vs-main-v1@2026-07-11T23:11:48Z,main_and_jkobject_with_jkobject_revision,False,working_or_historical_not_in_canonical_cleaned_layout,False,True,True,unknown_requires_link_readback,False,False,False,False,catalog_record_requires_structural_readback,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
perturbai_wholebrain,Lamin catalog working/historical,False,0,0,0 B,False,0,0,0 B,True,60,0,unknown,perturbai_wholebrain,perturbai_wholebrain,added_dataset,,sIJouN4CBcKbMIHI0000 | Yv9B1ISO65hHxWs00000 | 10mSd9PBkMQzkTNM0000 | wItfZeDQM0VK1r470000 | sMoVOAr7Pi4DkY120000 | 1UvR4HXeJJNh4Dsm0000 | KcIvowXmfNKuii6A0000 | di3Wk6PgbwFdoOrq0000 | kqIufEGpMkFVC6LO0000 | UNJKyZZs5czwCvE40000 | 3B9i9k08kEiv3oCz0000 | TLRVhU7PuyhwOiLd0000 | xRqa7qWMwsrEGxqX0000 | sEjk1Fp0aZbSidQp0000 | 62wnZ1qiX6JYseZH0000 | VakJknc0JOsc7Aik0000 | 1yWm1VwtiSf4POf40000 | LdniWm0N7ILsx0Hl0000 | PvAz4rmnml4dKUAB0000 | EotPm1KbZvyNdRNl0000 | FjgDsMWzFHKLE7tl0000 | Obz6ti91vyJoUMI10000 | 3LpDb5Tk2TG7cQhs0000 | q3oWI56FqO01BYGf0000 | RlFWxi9736hzAa470000 | i7g8WeThUnawyxEL0000 | wTVDOiqzBWOMgRt20000 | wj7UGHjRDYo75d4c0000 | jfC9LamkEIxULxdI0000 | mRwezYrkfJYgxa1t0000 | NRcfM1Wpn9NkwDsH0000 | YZLc0WtDLajihyA60000 | jL6nWLx173WJPLjn0000 | GNkuaZDrKxxiwnd80000 | zJ2dy5WiLT7QiF7z0000 | JRTDXMlUaItULXgl0000 | XXcRqSNPxc85L1bh0000 | rKSU6yQj306IHKMe0000 | sGK4odVGuUsQVCsG0000 | Oq2WvaoOJZM8oPcv0000 | m4iFDcxTNytkzppA0000 | MYqG2shnEpGOE2aq0000 | eAmI70IruC7r8Nos0000 | B6wrqbtKAndxpUcr0000 | Q5gme0O5wHF0dvRy0000 | 2PWDUfZWTCZCzR9G0000 | gIHRgozCQK97aMx20000 | Sf1KaBbejFb7ktYG0000 | ir26D9jxhItJ01gq0000 | dA6fnFgHETmEPyuF0000 | TNict183TJdzACYV0000 | vyKFJt4uGgoWft0n0000 | Byn31QFXcg6uLfMz0000 | JTxWB0tiRokplCGw0000 | Ml9JQRwP8JVUC7w40000 | ZQNPjevtccUfF3gJ0000 | 4mqzOmq8fRrByw4v0000 | Ouhva8gWhSXGPQRs0000 | ytA1JuQgYfgKoe7k0000 | lQ3IBWog8GA5ymuB0000,jkobject-vs-main-v1@2026-07-11T23:11:48Z,jkobject_only,False,working_or_historical_not_in_canonical_cleaned_layout,True,True,True,unknown_requires_link_readback,False,False,False,False,catalog_record_requires_structural_readback,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
prism_collection/GSE120861,Lamin catalog working/historical,False,0,0,0 B,False,0,0,0 B,True,110,0,unknown,prism_collection/GSE120861,prism_collection/GSE120861,branch_revision,pert-gym/additions/20260621 | pert-gym/additions/20260624-tiny-tail-minimal | pert-gym/canonical/20260621 | pert-gym/canonical/20260624-shared-var | pert-gym/canonical/20260624-shared-var-alias | pert-gym/canonical/20260624-tiny-tail-minimal,dVVYvUI2R8CMyDId0000 | 9mGOK9GrclgEMnam0000 | izZsAVqUkJXv8NKM0000 | 5gpJxBhCe1HnCIbH0000 | P3k0tTAXLXmfpOac0000 | vdRbgBYoz0dOZLgy0000 | l2lLmkh3e4gUEp2o0000 | EisfQz7mKzLBHTls0000 | P9dElWWdvG4lgxOt0000 | 1ZNrFZfPGnGzYElq0000 | Qxn5hegCdzxvrLSB0000 | JyKDU0XlqjWMHfue0000 | ddrZ9fz156D63ORI0000 | dTIi6J1B7Jcp1oQO0000 | ZBConDRUtOIt21IK0000 | GpX1zXTuR1VExESk0000 | GP5KMZpfbjJDSS8i0000 | XwSXT0kLsMs6X96B0000 | uAOuGtJ47wpL30pf0000 | iPdEDBt0rUJZWszh0000 | 6iNIiHh77mrOmtDI0000 | qlNIMRtE9t0LgMsO0000 | 0aTZU3v1Fkwoemhs0000 | dRRnpR0MSwuTte5e0000 | eYAd9vKmYk4O34y00000 | tmk0DwxLS5r46ccS0000 | 4gYOE0HPE1yXGOIQ0000 | E6e1kzeyGWGFPdQF0000 | x3fabBZ3ZOZvobV70000 | WgTXrFMuLJO3bKAC0000 | TyxIpF4QpkL4sBlq0000 | 9zZ8sXq28J5Qsk3y0000 | WmpXgIYt9oY2xkVn0000 | QzezoITKL5f6Jgvo0000 | BkwDPc6wK5HaB8Ou0000 | FV8mBNYSY5Qv2heZ0000 | g9va0rSjgZD2z5Lj0000 | zxgAs8XH7ugQT70m0000 | gUn3JCrvaY1Liswt0000 | lURlvyrDrbUtkY5n0000 | 8uXjEFiLFRfqxlix0000 | dWMxSygK31UDWONz0000 | Z6TNlkHC6NsZuF800000 | 5THgUu1K1wtr8N4g0000 | zaKERgk7ME7hMaA00000 | jkV0k8yWse1zEjQA0000 | Y9QkHyclUCxGJdlQ0000 | cVr0LxUS89qQvUhH0000 | UwIA6xhx4UmLNh4v0000 | Sbr8GTWhxnsMp2s60000 | uJtvIioeIjcdsT0Z0000 | YtN56kdQURrHJ86g0000 | DLrZLNiazAaL9Ljk0000 | fRi5wCmnBDkmguPA0000 | 5zxmt5jK6yKjT6ML0000 | FbhZsrvmVqeyDTf10000 | uArqP3PlgG7PiYLd0000 | gSngQ0sKE8eEFxwi0000 | sZq3SEJzuvtcMtgp0000 | WqFAExrGmE35p55H0000 | pTLRxv3oSnewNRfn0000 | iODMiXKHppp1rWvP0000 | sOJEw8IHTTJQnipY0000 | w9aWD8AMjDqIn8uP0000 | Z94grwHowCPWu5BF0000 | bOq5eCYScdTqmwWm0000 | YXzkTrwnm55d26Pn0000 | p1fSsRQTYHOeW3S60000 | PooyONmbg6ZXhzjo0000 | khzGTqnCwl21jxMl0000 | dVVYvUI2R8CMyDId0001 | izZsAVqUkJXv8NKM0001 | P3k0tTAXLXmfpOac0001 | l2lLmkh3e4gUEp2o0001 | P9dElWWdvG4lgxOt0001 | dVVYvUI2R8CMyDId0002 | izZsAVqUkJXv8NKM0002 | P3k0tTAXLXmfpOac0002 | l2lLmkh3e4gUEp2o0002 | P9dElWWdvG4lgxOt0002 | Qxn5hegCdzxvrLSB0001 | ddrZ9fz156D63ORI0001 | ZBConDRUtOIt21IK0001 | GP5KMZpfbjJDSS8i0001 | uAOuGtJ47wpL30pf0001 | 6iNIiHh77mrOmtDI0001 | 0aTZU3v1Fkwoemhs0001 | eYAd9vKmYk4O34y00001 | 4gYOE0HPE1yXGOIQ0001 | x3fabBZ3ZOZvobV70001 | TyxIpF4QpkL4sBlq0001 | WmpXgIYt9oY2xkVn0001 | BkwDPc6wK5HaB8Ou0001 | g9va0rSjgZD2z5Lj0001 | gUn3JCrvaY1Liswt0001 | 8uXjEFiLFRfqxlix0001 | Z6TNlkHC6NsZuF800001 | zaKERgk7ME7hMaA00001 | Y9QkHyclUCxGJdlQ0001 | UwIA6xhx4UmLNh4v0001 | uJtvIioeIjcdsT0Z0001 | DLrZLNiazAaL9Ljk0001 | 5zxmt5jK6yKjT6ML0001 | uArqP3PlgG7PiYLd0001 | sZq3SEJzuvtcMtgp0001 | pTLRxv3oSnewNRfn0001 | sOJEw8IHTTJQnipY0001 | Z94grwHowCPWu5BF0001 | YXzkTrwnm55d26Pn0001 | PooyONmbg6ZXhzjo0001,jkobject-vs-main-v1@2026-07-11T23:11:48Z,main_and_jkobject_with_jkobject_revision,False,working_or_historical_not_in_canonical_cleaned_layout,False,True,True,unknown_requires_link_readback,False,False,False,False,catalog_record_requires_structural_readback,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
prism_collection/GSE124703,Lamin catalog working/historical,False,0,0,0 B,False,0,0,0 B,True,3,0,unknown,prism_collection/GSE124703,prism_collection/GSE124703,branch_revision,pert-gym/additions/20260621 | pert-gym/additions/20260624-tiny-tail-minimal | pert-gym/canonical/20260621 | pert-gym/canonical/20260624-shared-var | pert-gym/canonical/20260624-shared-var-alias | pert-gym/canonical/20260624-tiny-tail-minimal,purx8DBYKcp0cADD0000 | uqOU4iHBTjSFrr5u0000 | purx8DBYKcp0cADD0001,jkobject-vs-main-v1@2026-07-11T23:11:48Z,main_and_jkobject_with_jkobject_revision,False,working_or_historical_not_in_canonical_cleaned_layout,False,True,True,unknown_requires_link_readback,False,False,False,False,catalog_record_requires_structural_readback,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
prism_collection/GSE132080,Lamin catalog working/historical,False,0,0,0 B,False,0,0,0 B,True,3,0,unknown,prism_collection/GSE132080,prism_collection/GSE132080,branch_revision,pert-gym/additions/20260621 | pert-gym/additions/20260624-tiny-tail-minimal | pert-gym/canonical/20260621 | pert-gym/canonical/20260624-shared-var | pert-gym/canonical/20260624-shared-var-alias | pert-gym/canonical/20260624-tiny-tail-minimal,lhR6Ny3n8QcVeItH0000 | GJ1HqkBSHfDD1o4m0000 | lhR6Ny3n8QcVeItH0001,jkobject-vs-main-v1@2026-07-11T23:11:48Z,main_and_jkobject_with_jkobject_revision,False,working_or_historical_not_in_canonical_cleaned_layout,False,True,True,accepted_revision_link_readback,True,True,True,True,complete_obs_var_structure_accepted,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
prism_collection/GSE133344,Lamin catalog working/historical,False,0,0,0 B,False,0,0,0 B,True,3,0,unknown,prism_collection/GSE133344,prism_collection/GSE133344,branch_revision,pert-gym/additions/20260621 | pert-gym/additions/20260624-tiny-tail-minimal | pert-gym/canonical/20260621 | pert-gym/canonical/20260624-shared-var | pert-gym/canonical/20260624-shared-var-alias | pert-gym/canonical/20260624-tiny-tail-minimal,Tur0ngB9oJPffuAY0000 | le7S2w7zTZqlRVjl0000 | Tur0ngB9oJPffuAY0001,jkobject-vs-main-v1@2026-07-11T23:11:48Z,main_and_jkobject_with_jkobject_revision,False,working_or_historical_not_in_canonical_cleaned_layout,False,True,True,unknown_requires_link_readback,False,False,False,False,catalog_record_requires_structural_readback,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
prism_collection/GSE146194,Lamin catalog working/historical,False,0,0,0 B,False,0,0,0 B,True,156,0,unknown,prism_collection/GSE146194,prism_collection/GSE146194,branch_revision,pert-gym/additions/20260621 | pert-gym/additions/20260624-tiny-tail-minimal | pert-gym/canonical/20260621 | pert-gym/canonical/20260624-shared-var | pert-gym/canonical/20260624-shared-var-alias | pert-gym/canonical/20260624-tiny-tail-minimal,KVlj8IB9Ud41DI9r0000 | cZCuEfrKez78qYKb0000 | JmP4rnYLmmnZ2J5i0000 | 1frbd0ph2jhNwBtj0000 | 6uKVAEee8JVEwBgi0000 | zX9zPaAmLhdCzJqy0000 | Tqi4hOdq7txOidiU0000 | P16eAbObb9sI0kZh0000 | WWSRxFzcKfY8z3IG0000 | nUpJ9JPexWYPfUcF0000 | dIs9XmaOvrIwkdyy0000 | wANFm6w40DOWf98X0000 | BaePLqoJriIR4L1K0000 | ywxN6BUWtiZqSF5L0000 | NaOeYvdcZ0Hv4ejp0000 | 7oSy7hJaX86EMVWV0000 | 7kKqnfZAhxqBcszh0000 | PqQT2KBvcHRbF1c00000 | RDDYrzRQzIYHPV100000 | JmbYIY5XYIrjMf2U0000 | 8YzU7PfWVSjtsNeg0000 | Fxyig6bJyZNfxEng0000 | f9azQgbNBGUD1oEg0000 | sfwUoG0YdVLuht8o0000 | qxYJYnmBsj9UBETS0000 | HWCYlScjON1nv5PZ0000 | bXOyVi0K1wYuKTQR0000 | 4y1IsiKA44uCAYQQ0000 | UOGL6xFZrd0Wprhv0000 | wdtEtLU4IyKV3uNF0000 | Kqt6RBXiQOoTnvxL0000 | ZZY91kL31VtPZniN0000 | esW4SiRzH4RhwDCj0000 | CEVg8V44ZHCQqTmt0000 | M9UZQ5sS9KdmdF4g0000 | JEUC1dvP8ItMOXpv0000 | 2EZENBYtkW9chpGN0000 | RMx4KccmR6CngrQL0000 | eivGDPgGTiW3XxpC0000 | C6CRZQwHvU9wjCbZ0000 | sj5m86K06JGf5y510000 | p4dHHyZoYCv26P2h0000 | oze0GWVI7g1tgzYI0000 | 0OkWeeqnprIdeIDg0000 | zlrGk6cIzIzWQCjf0000 | LBNRx5alZySjdU6H0000 | kMxqkSbYmC5btpKo0000 | 7wFPGyIPE6wKS8890000 | 3wp4VLf3OCfJmVbS0000 | 80b3ABo2VSaCDMQZ0000 | sIGrAI8Taa19MrjO0000 | x0uaFfuyT6JflEO80000 | TXEVadIQCp6tJ8M80000 | VLuShBDHCoHLrr5C0000 | 6DgEoDV8oVcudf0u0000 | s6PnHX01okmsUGU70000 | JPmDmJHvMKo9Jhpf0000 | vgdkoLNBMxrQkNu30000 | mCRUM4l12fwbm6xs0000 | ySthV1mmebEOheRV0000 | BrvqjrNlabfXHIMo0000 | 7LsLn13H98NO40es0000 | Xqfb6PCo3WI51B5W0000 | jqPyX75jHWVxmQf40000 | yp4pRXjitSMFfbnm0000 | F3F9YePdIdHtGxRU0000 | VYLLH6KzLLGtNZ4J0000 | jLkiw0oCYtTjR9DB0000 | DPL2ht7j1J4g9dMZ0000 | DtBScW9AFdHbMZkm0000 | bW6GOXk8zxLZro4T0000 | lZe32KfascydEA4T0000 | zjWspfIeTSpW1BOJ0000 | YMlSmcQ3RnLCuq8B0000 | 8cqUNtAiQSKltSIc0000 | cnrCEPTrkou1f7rW0000 | ZIRJjAUJZDvDTagN0000 | G7kDEIwBbEsgciXS0000 | QAYZcTlN1jX8zDax0000 | W7BIuyCHzLDu57XV0000 | EMF9gFAuVrrapB810000 | AttX3dWVTsXNepqb0000 | kCysv4DTPvR60XwG0000 | uSPpAaKTIO0oHvuQ0000 | 5DsWcHxoBvtIotLb0000 | P6ojVeAxnWlAUELZ0000 | g2Xw19k0OMGmc5N50000 | YttyjIOTokzxeBS00000 | gFWB2YKb8x5IDSeU0000 | LVMwQd3M5itanUnb0000 | KcAu64qeYnOBl8YW0000 | 3RDjltAHtkldkBII0000 | Qoh9SBh0CoG8LJTD0000 | xJBhxra7VmeRVJwD0000 | UzIagbWG6G8JlxNt0000 | Qm8MC9SVPmxDXqRq0000 | ZpuRZaWIedoSP0AY0000 | G1vjkn3ukebhX0Ub0000 | nLKVehNzDVTgg7gg0000 | ganL1rKhG87COQPN0000 | tatuKM5xhKsvtvtP0000 | CxDrxpOezQJLemP00000 | WhIMYlpbKgIrGkJR0000 | PDJdjpoHzKOAuLHn0000 | KVlj8IB9Ud41DI9r0001 | JmP4rnYLmmnZ2J5i0001 | 6uKVAEee8JVEwBgi0001 | Tqi4hOdq7txOidiU0001 | WWSRxFzcKfY8z3IG0001 | dIs9XmaOvrIwkdyy0001 | BaePLqoJriIR4L1K0001 | NaOeYvdcZ0Hv4ejp0001 | 7kKqnfZAhxqBcszh0001 | RDDYrzRQzIYHPV100001 | 8YzU7PfWVSjtsNeg0001 | f9azQgbNBGUD1oEg0001 | qxYJYnmBsj9UBETS0001 | bXOyVi0K1wYuKTQR0001 | UOGL6xFZrd0Wprhv0001 | Kqt6RBXiQOoTnvxL0001 | esW4SiRzH4RhwDCj0001 | M9UZQ5sS9KdmdF4g0001 | 2EZENBYtkW9chpGN0001 | eivGDPgGTiW3XxpC0001 | sj5m86K06JGf5y510001 | oze0GWVI7g1tgzYI0001 | zlrGk6cIzIzWQCjf0001 | kMxqkSbYmC5btpKo0001 | 3wp4VLf3OCfJmVbS0001 | sIGrAI8Taa19MrjO0001 | TXEVadIQCp6tJ8M80001 | 6DgEoDV8oVcudf0u0001 | JPmDmJHvMKo9Jhpf0001 | mCRUM4l12fwbm6xs0001 | BrvqjrNlabfXHIMo0001 | Xqfb6PCo3WI51B5W0001 | yp4pRXjitSMFfbnm0001 | VYLLH6KzLLGtNZ4J0001 | DPL2ht7j1J4g9dMZ0001 | bW6GOXk8zxLZro4T0001 | zjWspfIeTSpW1BOJ0001 | 8cqUNtAiQSKltSIc0001 | ZIRJjAUJZDvDTagN0001 | QAYZcTlN1jX8zDax0001 | EMF9gFAuVrrapB810001 | kCysv4DTPvR60XwG0001 | 5DsWcHxoBvtIotLb0001 | g2Xw19k0OMGmc5N50001 | gFWB2YKb8x5IDSeU0001 | KcAu64qeYnOBl8YW0001 | Qoh9SBh0CoG8LJTD0001 | UzIagbWG6G8JlxNt0001 | ZpuRZaWIedoSP0AY0001 | nLKVehNzDVTgg7gg0001 | tatuKM5xhKsvtvtP0001 | WhIMYlpbKgIrGkJR0001,jkobject-vs-main-v1@2026-07-11T23:11:48Z,main_and_jkobject_with_jkobject_revision,False,working_or_historical_not_in_canonical_cleaned_layout,False,True,True,unknown_requires_link_readback,False,False,False,False,catalog_record_requires_structural_readback,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
prism_collection/GSE150062,Lamin catalog working/historical,False,0,0,0 B,False,0,0,0 B,True,3,0,unknown,prism_collection/GSE150062,prism_collection/GSE150062,branch_revision,pert-gym/additions/20260621 | pert-gym/additions/20260624-tiny-tail-minimal | pert-gym/canonical/20260621 | pert-gym/canonical/20260624-shared-var | pert-gym/canonical/20260624-shared-var-alias | pert-gym/canonical/20260624-tiny-tail-minimal,CkcQf1IYkOkbxKed0000 | rRlvtvSEpbFnek7K0000 | CkcQf1IYkOkbxKed0001,jkobject-vs-main-v1@2026-07-11T23:11:48Z,main_and_jkobject_with_jkobject_revision,False,working_or_historical_not_in_canonical_cleaned_layout,False,True,True,unknown_requires_link_readback,False,False,False,False,catalog_record_requires_structural_readback,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
prism_collection/GSE153056,Lamin catalog working/historical,False,0,0,0 B,False,0,0,0 B,True,3,0,unknown,prism_collection/GSE153056,prism_collection/GSE153056,branch_revision,pert-gym/additions/20260621 | pert-gym/additions/20260624-tiny-tail-minimal | pert-gym/canonical/20260621 | pert-gym/canonical/20260624-shared-var | pert-gym/canonical/20260624-shared-var-alias | pert-gym/canonical/20260624-tiny-tail-minimal,wkG40L0zkbvXv1bB0000 | rtGnLF3eUGoHAAgC0000 | wkG40L0zkbvXv1bB0001,jkobject-vs-main-v1@2026-07-11T23:11:48Z,main_and_jkobject_with_jkobject_revision,False,working_or_historical_not_in_canonical_cleaned_layout,False,True,True,unknown_requires_link_readback,False,False,False,False,catalog_record_requires_structural_readback,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
